Id;Role;Message;Datetime;Classification
Ln4nHSEVksD8wKt;User;"Dado el siguiente método que calcula el enésimo término de la serie de Fibonacci:  public static int fibonacci(int n) {  if (n <= 1) {  return n;  }  return fibonacci(n- 1) + fibonacci(n- 2);  } a) Elmétodorepresenta una recursión en cascada.  b) Elmétodorepresenta una recursión anidada.  c) Elmétodorepresenta una recursión lineal por la cola.  d) Elmétodorepresenta una recursión lineal no por la cola";12:29:52 - 27/05/2024;Multiple Question Exercise
Ln4nHSEVksD8wKt;semantic_search;"return método(n, método(n-1)); Recursión en cascada: Fibonacci Serie de Fibonacci (con n > 0) public static long fib(int n){    if (n<=1){       return 1;    }    else{       return fib(n-1)+fib(n-2);    } }  Conversión a recursión lineal de Fibonacci public static long fibo(int n, int x, int y){    if (n<=1){       return x+y;    }    else {       return fibo(n-1, y, x+y);    } }      public static long fib (int n){    return fibo(n,0,1); }  Recursión anidada: Morris public static int mor(int n, int m){    if (n==m){       return (m+1);    }    else{       return(mor(n, mor(n-1, m+1)));    } }  ❚ mor(4,0) =❚ mor(4, mor(3,1)) =❚ mor(4, mor(3, mor(2,2)) =❚ mor(4, mor(3,3)) =❚ mor(4,4) =❚ 5 Ejercicio 3 Implementa el método recursivo a(int m, int n) que permite calcular la función de Ackermann-Péter tal y como se define a continuación: Recursión mutua public static boolean par(int n){    if (n==0){       return true;    }    else{       return impar(n-1);    } }      public static boolean impar(int n){    if (n==0){       return false;    }    else{       return par(n-1);    } }  La recursión lineal por la cola se puede convertir de forma inmediata en iteración (bucle) Para otras formas de recursión se requieren técnicas de transformación de programas y posiblemente estructuras de datos más complejas. Recursión vs. Iteración ""The transformation from recursion to iteration is one of the most fundamental concepts of computer science."" D.iteración Contenidos Proceso por el cual un método se llama a sí mismo de forma continuada hasta que se llegue a un determinado estado    Caso recursivo: El método se invoca a sí mismo   Caso base: Permite salir de la recursiónUn método recursivo debe tener al menos un caso recursivo y al menos un caso baseEl caso recursivo debe aproximarse al caso baseLos métodos recursivos utilizan sentencias más sencillas para simplificar problemas complejos  Recursión Sumatorio de 1 a n (con n > 0) Ejemplo 1 public static long s (int n){         if (n==1){       return 1;    }    else{       return s(n-1)+n;    } }   Caso base Caso recursivo  ❚ s(3) =❚ s(2)+3 =❚ (s(1)+2)+3 =❚ (1+2)+3 =❚ (3+3)=❚ 6 El caso recursivo sucede dos veces => s(3) y s(2)El caso base sucede una vez => s(1)   Recursión mal diseñada* Ejemplo 2 public static long s (int n){         if (n==1){       return 1;    }    else{       return s(n+1)+n;    } }   Caso base Caso recursivo  (si n > 1) El caso recursivo sucede ""infinitas"" vecesEl caso base no sucede nuncaStackOverflowError (desbordamiento de la pila de memoria)❚ s(3) =❚ s(4)+3 =❚ (s(5)+4)+3 =❚ ((s(6)+5)+4)+3 =❚ (((s(7)+6)+5)+4)+3 =❚ ...❚ No termina Sumatorio de n a 1000 Ejemplo 3 public static long s (int n){         if (n==1000){       return 1000;    }    else if (n>1000){       return 0;    }    else{       return s(n+1)+n;    } }   Casos base Caso recursivo  Cuenta atrás (con contador > 0) Ejemplo 4 public static void cuentaAtras(int contador){    if(contador == 0){       return;    }    else{       System.out.println(contador+"" "");       cuentaAtras(--contador);       return;    } }   Caso base Caso recursivo  Ejercicio 1 Implementa el método recursivo square(int n), el cual permite calcular el cuadrado de n (cuando n > 1)";12:29:52 - 27/05/2024;
Ln4nHSEVksD8wKt;CharlieBOT;El método fibonacci representa una recursión en cascada.;12:29:52 - 27/05/2024;
Ln4nHSEVksD8wKt;User;Diferencias entre recursión en cascada, anidada, lineal por la cola y lineal no por la cola;12:30:39 - 27/05/2024;Conceptual Questions
Ln4nHSEVksD8wKt;semantic_search;Iteración  La recursión lineal por la cola se puede convertir de forma inmediata en iteración (bucle). Para otras formas de recursión se requieren técnicas de transformación de programas y posiblemente estructuras de datos más complejas.  Resumen  Identificar el rango de valores para terminación Caso(s) base y caso(s) recursivos que se aproximan al base Recursión lineal (máx. 1 llamada recursiva por rama) Por la cola (resultado en la última operación y fácilmente convertible a bucle) No por la cola (cálculo costoso)   Recursión no lineal (más de 1 llamada recursiva en alguna rama) Cascada o anidada.;12:30:39 - 27/05/2024;
Ln4nHSEVksD8wKt;CharlieBOT;Recursión en cascada: Se produce cuando una función realiza más de una llamada recursiva en alguna rama de la recursión. Esto puede llevar a un alto costo computacional y a un mayor consumo de memoria.  Recursión anidada: Se produce cuando una función se llama a sí misma dentro de otra llamada recursiva. Esto puede llevar a un alto costo computacional y a un mayor consumo de memoria.  Recursión lineal por la cola: Se produce cuando la llamada recursiva es la última operación que se realiza en la función. Esto permite convertir la recursión de forma inmediata en iteración mediante un bucle, lo que puede mejorar la eficiencia del algoritmo.  Recursión lineal no por la cola: Se produce cuando la llamada recursiva no es la última operación que se realiza en la función. Esto puede llevar a un mayor consumo de memoria y a un mayor costo computacional.   Es importante identificar el tipo de recursión presente en un algoritmo para poder determinar su eficiencia y realizar las transformaciones necesarias en caso de ser requerido.;12:30:42 - 27/05/2024;
Ln4nHSEVksD8wKt;User;"Dado el siguiente método recursivo. Suponiendo que llamamos al método recursion(c) con c = 5;  Seleccione la respuesta correcta.  public static int recursion(int c) {  if(c==1) {  System.out.println(""base case"");  return 1;  }else {  System.out.println(""recursive case"");  return recursion(c-1);  }  }  a) Elmensaje ""recursive case"" se imprimirá cuatro veces y el mensaje ""base case"" 1.  b) Elmensaje ""recursive case"" se imprimirá cinco veces y el mensaje ""base case"" 1.  c) Elmensaje ""recursive case"" se imprimirá tres veces y el mensaje ""base case"" 1.  d) Larecursión no converge y el compilador lanzará un error del tipo ""StackOverFlow"".";12:41:08 - 27/05/2024;Multiple Question Exercise
Ln4nHSEVksD8wKt;semantic_search;"iteración Recursión  Proceso por el cual un método se llama a sí mismo de forma continuada hasta que se llegue a un determinado estado Caso recursivo: El método se invoca a sí mismo Caso base: Permite salir de la recursión   Un método recursivo debe tener al menos un caso recursivo y al menos un caso base El caso recursivo debe aproximarse al caso base   Los métodos recursivos utilizan sentencias más sencillas para simplificar problemas complejos  Ejemplo 1: Sumatorio de 1 a n (con n > 0) public static long s (int n){          if (n==1){         return 1;     }     else{         return s(n-1)+n;     } }   Caso base Caso recursivo  Ejemplo 2: Recursión mal diseñada* public static long s (int n){          if (n==1){         return 1;     }     else{         return s(n+1)+n;     } }   Caso base Caso recursivo (si n > 1)  Ejemplo 3: Sumatorio de n a 1000 public static long s (int n){          if (n==1000){         return 1000;     }     else if (n>1000){         return 0;     }     else{         return s(n+1)+n;     } }   Casos base Caso recursivo  Ejemplo 4: Cuenta atrás (con contador > 0) public static void cuentaAtras(int contador){     if(contador == 0){         return;     }     else{         System.out.println(contador+"" "");         cuentaAtras(--contador);         return;     } }   Caso base Caso recursivo  Ejercicio 1  Implementa el método recursivo square(int n), el cual permite calcular el cuadrado de n (cuando n > 1)return método(n, método(n-1));  Recursión en cascada: Fibonacci Serie de Fibonacci (con n > 0) public static long fib(int n){    if (n<=1){       return 1;    }    else{       return fib(n-1)+fib(n-2);    } }  Conversión a recursión lineal de Fibonacci public static long fibo(int n, int x, int y){    if (n<=1){       return x+y;    }    else {       return fibo(n-1, y, x+y);    } }      public static long fib (int n){    return fibo(n,0,1); }  Recursión anidada: Morris public static int mor(int n, int m){    if (n==m){       return (m+1);    }    else{       return(mor(n, mor(n-1, m+1)));    } }  ❚ mor(4,0) =❚ mor(4, mor(3,1)) =❚ mor(4, mor(3, mor(2,2)) =❚ mor(4, mor(3,3)) =❚ mor(4,4) =❚ 5 Ejercicio 3 Implementa el método recursivo a(int m, int n) que permite calcular la función de Ackermann-Péter tal y como se define a continuación: Recursión mutua public static boolean par(int n){    if (n==0){       return true;    }    else{       return impar(n-1);    } }      public static boolean impar(int n){    if (n==0){       return false;    }    else{       return par(n-1);    } }  La recursión lineal por la cola se puede convertir de forma inmediata en iteración (bucle) Para otras formas de recursión se requieren técnicas de transformación de programas y posiblemente estructuras de datos más complejas. Recursión vs. Iteración ""The transformation from recursion to iteration is one of the most fundamental concepts of computer science."" D.iteración Contenidos Proceso por el cual un método se llama a sí mismo de forma continuada hasta que se llegue a un determinado estado    Caso recursivo: El método se invoca a sí mismo   Caso base: Permite salir de la recursiónUn método recursivo debe tener al menos un caso recursivo y al menos un caso baseEl caso recursivo debe aproximarse al caso baseLos métodos recursivos utilizan sentencias más sencillas para simplificar problemas complejos  Recursión Sumatorio de 1 a n (con n > 0) Ejemplo 1 public static long s (int n){         if (n==1){       return 1;    }    else{       return s(n-1)+n;    } }   Caso base Caso recursivo  ❚ s(3) =❚ s(2)+3 =❚ (s(1)+2)+3 =❚ (1+2)+3 =❚ (3+3)=❚ 6 El caso recursivo sucede dos veces => s(3) y s(2)El caso base sucede una vez => s(1)   Recursión mal diseñada* Ejemplo 2 public static long s (int n){         if (n==1){       return 1;    }    else{       return s(n+1)+n;    } }   Caso base Caso recursivo  (si n > 1) El caso recursivo sucede ""infinitas"" vecesEl caso base no sucede nuncaStackOverflowError (desbordamiento de la pila de memoria)❚ s(3) =❚ s(4)+3 =❚ (s(5)+4)+3 =❚ ((s(6)+5)+4)+3 =❚ (((s(7)+6)+5)+4)+3 =❚ ...❚ No termina Sumatorio de n a 1000 Ejemplo 3 public static long s (int n){         if (n==1000){       return 1000;    }    else if (n>1000){       return 0;    }    else{       return s(n+1)+n;    } }   Casos base Caso recursivo  Cuenta atrás (con contador > 0) Ejemplo 4 public static void cuentaAtras(int contador){    if(contador == 0){       return;    }    else{       System.out.println(contador+"" "");       cuentaAtras(--contador);       return;    } }   Caso base Caso recursivo  Ejercicio 1 Implementa el método recursivo square(int n), el cual permite calcular el cuadrado de n (cuando n > 1)";12:41:08 - 27/05/2024;
Ln4nHSEVksD8wKt;CharlieBOT;"La respuesta correcta es: b) El mensaje ""recursive case"" se imprimirá cinco veces y el mensaje ""base case"" 1.";12:41:09 - 27/05/2024;
Ln4nHSEVksD8wKt;User;"Dado el siguiente método recursivo. Suponiendo que llamamos al método recursion(c) con c = 5;  Seleccione la respuesta correcta.  public static int recursion(int c) {  if(c==1) {  System.out.println(""base case"");  return 1;  }else {  System.out.println(""recursive case"");  return recursion(c-1);  }  }  a) Elmensaje ""recursive case"" se imprimirá cuatro veces y el mensaje ""base case"" 1.  b) Elmensaje ""recursive case"" se imprimirá cinco veces y el mensaje ""base case"" 1.  c) Elmensaje ""recursive case"" se imprimirá tres veces y el mensaje ""base case"" 1.  d) Larecursión no converge y el compilador lanzará un error del tipo ""StackOverFlow"".";12:43:28 - 27/05/2024;Multiple Question Exercise
